,PrivCo_ID,profile_type,classification,status,PE_Backed,VC_Backed,year_founded,City,State,Country,Zip,Industry_PICS,Keywords,sic,naics,Company_Tags,fiscal_month,fiscal_day,Total_Round,index_total_funding,Latest_Valuation,Latest_Valuation_Year,1 Year Revenue Growth,3 Year Revenue Growth,1 Year Employee Growth,3 Year Employee Growth,2024 Revenue,2023 Revenue,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2024 Employees,2023 Employees,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2023 EBITDA,2022 EBITDA,2021 EBITDA,2020 EBITDA,2019 EBITDA,2018 EBITDA,2017 EBITDA,2023 EV,2022 EV,2021 EV,2020 EV,2019 EV,2018 EV,2017 EV,2023 Net Income,2022 Net Income,2021 Net Income,2020 Net Income,2019 Net Income,2018 Net Income,2017 Net Income
3592,2121552,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94107,Software & Internet Services,Property|Real Estate Technology|Social Network|Software,,,VC Backed,12,31,1,5500000,30000000,2021,13.8889,14.9406,7.6923,,,4100000,3600000,3000000,2700000,,,,,,,14,13,,,,,,,,,,,,,,,,,,,,,,,,
3593,2121557,Company,Private,Active,No,Yes,2021,Beaverton,OR,US,,Software & Internet Services,Cloud|Developer Tools|Platform|SaaS|Software,,,VC Backed,12,31,2,18500000,55000000,2022,14,15.4935,9.0909,,,2850000,2500000,2100000,1850000,,,,,,,12,11,,,,,,,,,,,,,,,,,,,,,,,,
3594,2121559,Company,Private,Active,No,Yes,2018,Houston,TX,US,77002,Software & Internet Services,Automation|Internet|Marine|Marine Transportation|Platform|Workflow Management,,,VC Backed,12,31,1,8400000,25000000,2021,13.8211,14.2002,7.1429,,,7000000,6150000,5150000,4700000,,,,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
3595,2121573,Company,Private,Active,No,Yes,2020,West Hollywood,CA,US,90069,Specialty Retail,E-Commerce|Personal Branding|Personal Care|Retail,,,VC Backed,12,31,2,11000000,35000000,2023,4,,,,,1300000,1250000,1200000,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
3596,2121574,Company,Private,Active,No,Yes,2020,Burlingame,CA,US,94010,Software & Internet Services,Devices|Monitoring|Software Development|Visualization|Wearables|Wellness,,,VC Backed,12,31,3,37000000,100000000,2023,13.8889,14.0098,5,,,6150000,5400000,4500000,4150000,,,,,,,21,20,,,,,,,,,,,,,,,,,,,,,,,,
3597,2121576,Company,Private,Active,No,Yes,2020,Brooklyn,NY,US,11211,Software & Internet Services,Cryptocurrency|Platform|SaaS|Women-Founded|Women-led,,,VC Backed,12,31,2,14900000,45000000,2021,13.9241,,,,,4500000,3950000,3300000,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
3598,2121581,Company,Private,Active,No,Yes,2021,Seattle,WA,US,98104,Software & Internet Services,Automation|Customer Relationship Management (CRM)|Data Integration|Information Technology|Platform|Software Development,,,VC Backed,12,31,1,6000000,20000000,2021,16.3265,,,,,285000,245000,200000,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3599,2121583,Company,Private,Active,No,Yes,2020,Manhattan Beach,CA,US,90266,Building Products,Building Products|CleanTech|Climatetech |Concrete|GreenTech,,,VC Backed,12,31,1,10000000,30000000,2021,9.7561,,,,,2250000,2050000,1800000,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
3600,2121584,Company,Private,Active,No,Yes,2021,New York,NY,US,10010,Software & Internet Services,"Analytics|Business Information Systems|Environmental, Social and Governance|Infrastructure|Platform-as-a-Service (PaaS)|Reporting|SaaS",,,VC Backed,12,31,2,51000000,150000000,2023,14.2857,,,,,4800000,4200000,3500000,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
3601,2121590,Company,Private,Active,No,Yes,2021,Sugar Land,TX,US,77478,Software & Internet Services,Blockchain|Cryptocurrency|Infrastructure as a Service (IaaS)|Software Development|Web Design & Development,,,VC Backed,12,31,1,8000000,25000000,2021,12,,,,,1400000,1250000,1050000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
3602,2121591,Company,Private,Active,No,Yes,2017,Bellevue,WA,US,98006,Software & Internet Services,Android|Application Performance Management|Cloud|Information Technology|Software Development|Web Apps,,,VC Backed,12,31,2,90000000,250000000,2021,11.2676,,,,,39500000,35500000,30500000,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,
3603,2121595,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,94107,Software & Internet Services,E-Commerce|Enterprise Software|Messaging,,,VC Backed,12,31,1,6200000,20000000,2021,12,,,,,1400000,1250000,1050000,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
3604,2121600,Company,Private,Active,No,Yes,2019,San Diego,CA,US,92126,Banks,B Corporation|Banking|Finance|Fintech|Investment Management,,,VC Backed,12,31,1,6000000,20000000,2021,2.9851,,,,,6900000,6700000,7400000,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,
3605,2121602,Company,Private,Active,No,Yes,2020,Salt Lake,UT,US,,Software & Internet Services,Consulting|Document Management|Electronic Records Management (ERM)|Expense Management|Management Consulting|Payment Processing|Records Management|Software Development,,,VC Backed,12,31,2,14850000,45000000,2022,13.6364,,,,,1250000,1100000,885000,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
3606,2121604,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94104,Software & Internet Services,Audiobooks|Reading Apps|Social Bookmarking|Software,,,VC Backed,12,31,2,9000000,25000000,2021,12,19.0374,25,,,1400000,1250000,1050000,830000,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
3607,2121605,Company,Private,Active,No,Yes,2020,Cape Canaveral,TN,US,,Software & Internet Services,Fintech|Investment Management,,,VC Backed,12,31,2,1200000,3500000,2021,13.4328,,,,,3800000,3350000,2800000,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
3608,2121607,Company,Private,Active,No,Yes,2019,San Francisco,CA,US,94107,Software & Internet Services,Document Management|Optimization|Software Development|Women-Founded|Women-led|Workflow Management,,,VC Backed,12,31,2,30000000,90000000,2021,12.5,,157.1429,,,13500000,12000000,4500000,,,,,,,54,21,,,,,,,,,,,,,,,,,,,,,,,,,
3609,2121608,Company,Private,Active,No,Yes,2020,San Diego,CA,US,92121,Biotechnology,Biopharmaceuticals|Biotechnology|Drug Research|Oncology|Therapeutics,,,VC Backed,12,31,2,85000000,250000000,2023,12.3457,,,,,4550000,4050000,3450000,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
3610,2121612,Company,Private,Active,No,Yes,2020,Novi,MI,US,48377,Renewable Electricity & Fuels,Artificial Intelligence|Batteries|CleanTech|Electrical|Electronic Components|Energy|Fuel Cell|Industrial Products|Renewable Energy|Storage,,,VC Backed,12,31,3,390000000,1200000000,2023,10,,,,,11000000,10000000,8850000,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,
3611,2121613,Company,Private,Active,Yes,Yes,2019,New York,NY,US,10012,Auto Parts,Automotive|Electric Vehicle|Industrial Services|Renewable Energy|Technology,,,PE Backed|VC Backed,12,31,2,51000000,150000000,2022,10.1695,,,,,3250000,2950000,2550000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
3612,2121614,Company,Private,Active,No,Yes,2020,New York,NY,US,11249,Food & Beverage Retail,Beverage Distribution|Beverages|Coffee|Food|Retail,,,VC Backed,12,31,4,87000000,250000000,2023,10.3704,,,,,7450000,6750000,5900000,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
3613,2121617,Company,Private,Active,No,Yes,2020,Palo Alto,CA,US,94306,Software & Internet Services,Artificial Intelligence|Platform|SaaS|Software Development,,,VC Backed,12,31,2,18300000,55000000,2022,13.2075,,,,,3000000,2650000,2200000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3614,2121619,Company,Private,Active,Yes,Yes,2017,New York,NY,US,10003,Software & Internet Services,Consumer Products|Consumer Software|E-Commerce|Marketplace|Platform|Retail,,,PE Backed|VC Backed,12,31,1,45000000,150000000,2021,11.828,13.0404,7.3298,,,52000000,46500000,40000000,36000000,,,,,,,205,191,,,,,,,,,,,,,,,,,,,,,,,,
3615,2121620,Company,Private,Active,Yes,Yes,2020,San Francisco,CA,US,94131,Software & Internet Services,Artificial Intelligence|Music|Platform|Software Development,,,PE Backed|VC Backed,12,31,2,4700000,15000000,2023,13.3333,,100,,,2550000,2250000,1050000,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,
3616,2121622,Company,Private,Active,No,Yes,2019,Kansas City,MO,US,64112,Software & Internet Services,API|Collaboration|Network Security|Platform-as-a-Service (PaaS)|Privacy|Software Development,,,VC Backed,12,31,3,32200000,95000000,2021,13.7097,,,,,7050000,6200000,5200000,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,
3617,2121623,Company,Private,Active,Yes,Yes,2017,Austin,TX,US,78702,Food & Beverage Producers,Alcohol|Beverages|Winery|Women-Founded|Women-led,,,PE Backed|VC Backed,12,31,1,9350000,15000000,2021,8.3333,3.8712,,,,3250000,3000000,,2900000,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,
3618,2121624,Company,Private,Active,No,Yes,2019,Salt Lake City,UT,US,84121,Software & Internet Services,API|Finance|Fintech|Payroll|Platform|Transaction Processing,,,VC Backed,12,31,2,62000000,200000000,2022,13.6364,,,,,12500000,11000000,9200000,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
3619,2121627,Company,Private,Active,No,Yes,2020,Mountain View,CA,US,94040,Software & Internet Services,,,,VC Backed,12,31,1,3000000,9000000,2021,-48.2143,,-50,,,1450000,2800000,,,,,,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,2121629,Company,Private,Active,No,Yes,2018,Santa Clara,CA,US,95054,Semiconductors & Semiconductor Equipment,Developer Tools|Fiber Optics|Semiconductors|Sensors|Technology,,,VC Backed,12,31,1,28000000,85000000,2021,13.0435,,,,,2600000,2300000,1950000,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
3621,2121631,Company,Private,Active,No,Yes,2019,New York,NY,US,10010,Specialized Consumer Services,Electrical|Home Improvement|Housekeeping Service|Landscaping|Plumbing|PropTech|Real Estate Technology|Repair & Maintenance,,,VC Backed,12,31,3,8100000,20000000,2021,12.7273,15.7295,8.3333,,,3100000,2750000,2200000,2000000,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,
3622,2121632,Company,Private,Active,No,Yes,2020,New York,NY,US,10003,Software & Internet Services,Health Care|Payments|SaaS,,,VC Backed,12,31,1,12000000,35000000,2021,-52.8302,,-53.8462,,,1250000,2650000,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,2121634,Company,Private,Active,No,Yes,2020,El Segundo,CA,US,90245,Software & Internet Services,Network Security|Platform|Security|Security Systems,,,VC Backed,12,31,2,20000000,60000000,2021,14.1732,,,,,7250000,6350000,5300000,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
3624,2121642,Company,Private,Active,No,Yes,2017,Cambridge,MA,US,02142,Software & Internet Services,Artificial Intelligence|Biopharmaceuticals|Biotechnology|Drug Research|Pharmaceuticals|Platform-as-a-Service (PaaS)|Therapeutics,,,VC Backed,12,31,1,86000000,250000000,2021,11.7647,,,,,19000000,17000000,14500000,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
3625,2121643,Company,Private,Active,Yes,Yes,2020,Portland,OR,US,97210,Software & Internet Services,Automation|Cyber Security|Network Security|Platform-as-a-Service (PaaS)|Software Development|Systems Integration,,,PE Backed|VC Backed,12,31,3,78000000,250000000,2021,15,24.5643,37.1429,,,11500000,10000000,8400000,5950000,,,,,,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
3626,2121646,Company,Private,Active,No,Yes,2018,Sunnyvale,CA,US,94089,Software & Internet Services,Business Information Systems|Collaboration|Platform|Software Development|Systems Integration,,,VC Backed,12,31,1,4000000,10000000,2021,14.1732,,,,,7250000,6350000,5300000,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
3627,2121651,Company,Private,Active,No,Yes,2020,Mill Valley,CA,US,94941,Software & Internet Services,Employee Benefits|Enterprise Software,,,VC Backed,12,31,1,20000000,60000000,2021,13.5135,,,,,8400000,7400000,6200000,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,
3628,2121655,Company,Private,Active,No,Yes,2021,Los Angeles,CA,US,,Food & Beverage Distributors,Food|Food Processing|Nutrition|Organic|Women-Founded,,,VC Backed,12,31,5,15105102,176000000,2023,17.8082,10.9309,12.5,,,4300000,3650000,2700000,3150000,,,,,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,
3629,2121656,Company,Private,Active,Yes,Yes,2017,Cambridge,MA,US,2138,Health Care Equipment,Artificial Intelligence|Clinical Trials|Data Collection|Health Care Equipment|Health Care Technology|Medical Devices|Software,,541511,PE Backed|VC Backed,12,31,2,180000000,550000000,2022,7.5472,8.1984,5.7471,,,28500000,26500000,24000000,22500000,,,,,,,92,87,,,,,,,,,,,,,,,,,,,,,,,,
3630,2121658,Company,Private,Active,Yes,Yes,2021,Palo Alto,CA,US,94301,Software & Internet Services,Fintech|Insurtech|Payment Processing|Platform|Software,,,PE Backed|VC Backed,12,31,3,285500000,100000000,2022,14.1667,47.1468,136.3636,,,6850000,6000000,2450000,2150000,,,,,,26,11,10,,,,,,,,,,,,,,,,,,,,,,,,
3631,2121659,Company,Private,Active,No,Yes,2019,New York,NY,US,11201,Software & Internet Services,Information Technology|Management Information Systems|SaaS|Software|Web Design & Development,,,VC Backed,12,31,1,15000000,45000000,2021,14.4928,,,,,3950000,3450000,2900000,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
3632,2121662,Company,Private,Active,No,Yes,2020,Dresher,PA,US,19025,Software & Internet Services,Education|Internet Services|Software Development,,,VC Backed,12,31,1,3000000,9000000,2021,14.2857,,,,,2000000,1750000,1450000,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
3633,2121667,Company,Private,Active,No,Yes,2019,San Francisco,CA,US,94013,Pharmaceuticals,Biotechnology|Medicine|Pet|Pet Care|Pharmaceuticals|Women-Founded|Women-led,,,VC Backed,12,31,3,37300000,122000000,2021,,,20,,,,,0,,,,,,,60,50,,,,,,,,,,,,,,,,,,,,,,,,,
3634,2121678,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,,Software & Internet Services,E-Commerce|Information Technology|SaaS,,,VC Backed,12,31,1,2100000,6500000,2021,,,,,,2550000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,2121683,Company,Private,Active,Yes,Yes,2021,New York,NY,US,10012,Consumer Finance,Apps|Credit Cards|Fintech|Leasing|Loyalty Programs|Platform|Real Estate|Rental|Rewards,,,PE Backed|VC Backed,12,31,5,413300000,3100000000,2024,400,,128.5714,,,,10000000,2000000,,,,,,,80,35,,,,,,,,,,,,,1500000000,350000000,,,,,,,,,,,
3636,2121690,Company,Private,Active,No,Yes,2021,Seattle,WA,US,98121,Software & Internet Services,Artificial Intelligence|Platform|Software,,,VC Backed,12,31,1,10000000,30000000,2021,13.8889,,,,,4100000,3600000,3000000,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
3637,2121696,Company,Private,Active,No,Yes,2020,Los Angeles,CA,US,90037,Software & Internet Services,Artificial Intelligence|Robotics|Software,,,VC Backed,12,31,2,24100000,70000000,2022,14.2857,,,,,2400000,2100000,1750000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3638,2121698,Company,Private,Active,No,Yes,2020,New York,NY,US,10011,Specialized Consumer Services,Childcare|Customer Service,,,VC Backed,12,31,1,23000000,70000000,2021,11.6279,,,,,2400000,2150000,1700000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3639,2121699,Company,Private,Active,No,Yes,2020,Cambridge,MA,US,02139,Biotechnology,Biotechnology|Drug Research|Genetics|Research & Development,,,VC Backed,12,31,1,30000000,90000000,2021,11.7647,,,,,1900000,1700000,1450000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
3640,2121700,Company,Private,Active,Yes,Yes,2019,Boston,MA,US,1742,Biotechnology,Biotechnology|Drug Research|Mental Health|Neuroscience|Pharmaceuticals|Therapeutics,,,PE Backed|VC Backed,12,31,4,118000000,250000000,2021,12.2951,,20,,,6850000,6100000,4850000,,,,,,,24,20,,,,,,,,,,,,,,,,,,,,,,,,,
3641,2121704,Company,Private,Active,No,Yes,2019,Los Angeles,CA,US,90401,Software & Internet Services,E-Commerce|Software|Subscription,,,VC Backed,12,31,1,4000000,10000000,2021,15.6069,,,,,1000000,865000,705000,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3642,2121706,Company,Private,Active,No,Yes,2019,Waltham,MA,US,02451,Software & Internet Services,Cyber Security|Network Security,,,VC Backed,12,31,1,20000000,60000000,2021,13.6054,,,,,8350000,7350000,6150000,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
3643,2121709,Company,Private,Active,No,Yes,2020,New York,NY,US,10001,Software & Internet Services,Diagnostics|Health Care|Health Care Services|Health Care Technology|Personal Health|Platform|Primary Care|Software Development|Telehealth,,,VC Backed,12,31,4,95500000,250000000,2023,10.5263,,,,,21000000,19000000,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,2121711,Company,Private,Active,No,Yes,2021,Kirkland,WA,US,98033,Software & Internet Services,A/B Testing|Big Data|Software,,,VC Backed,12,31,1,10400000,30000000,2021,13.4328,14.5972,7.6923,,,7600000,6700000,5600000,5050000,,,,,,,28,26,,,,,,,,,,,,,,,,,,,,,,,,
3645,2121717,Company,Private,Active,No,Yes,2018,Seattle,WA,US,98104,Software & Internet Services,Content Management|Enterprise Software|Generative AI|SaaS,,,VC Backed,12,31,1,10000000,30000000,2021,9.5238,,8.6957,,,11500000,10500000,9150000,,,,,,,50,46,,,,,,,,,,,,,,,,,,,,,,,,,
3646,2121718,Company,Private,Active,No,Yes,2019,Newark,DE,US,19702,Software & Internet Services,Enterprise Resource Planning (ERP)|Enterprise Software|Human Resources,,,VC Backed,12,31,1,2800000,,,10.5263,,,,,21000000,19000000,16500000,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,
3647,2121723,Company,Private,Active,Yes,Yes,2019,San Diego,CA,US,92121,Biotechnology,Biotechnology|Health Care|Health Care Technology|Therapeutics,,,PE Backed|VC Backed,12,31,2,153000000,450000000,2023,11.811,,,,,7100000,6350000,5400000,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
3648,2121724,Company,Private,Active,Yes,Yes,2018,Redwood City,CA,US,94063,Residential Construction,Construction|Home Improvement|Real Estate|Residential Construction,,,PE Backed|VC Backed,12,31,1,20000000,60000000,2021,3.7037,,,,,14000000,13500000,13000000,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
3649,2121735,Company,Private,Active,No,Yes,2020,New York,NY,US,10003,Software & Internet Services,Analytics|Business Intelligence (BI)|Human Resources|Networking|Platform|SaaS|Software|Visualization,,541511,VC Backed,12,31,2,54000000,150000000,2022,13.5338,,,,,7550000,6650000,5550000,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
3650,2121737,Company,Private,Active,No,Yes,2019,Oakland,CA,US,94607,Software & Internet Services,Digital Media|Entertainment|Music|Platform,,,VC Backed,12,31,1,4200000,15000000,2021,13.8211,,,,,7000000,6150000,5150000,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
3651,2121739,Company,Private,Active,No,Yes,2019,Los Altos,CA,US,94024,Health Care Equipment,Equipment|Health Care Equipment|Medical|Medical Devices|Neuroscience,,,VC Backed,12,31,1,5000000,15000000,2021,7.8947,,,,,2050000,1900000,1700000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
3652,2121740,Company,Private,Active,No,Yes,2019,New York,NY,US,10003,Software & Internet Services,Capital Markets|Investment Management|Software|Technology,,,VC Backed,12,31,1,9000000,25000000,2021,12.5,12.4269,5,,,27000000,24000000,20500000,19000000,,,,,,,105,100,,,,,,,,,,,,,,,,,,,,,,,,
3653,2121748,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,94104,Commercial & Industrial Engineering,Civil Engineering|Construction|Engineering|Robotics|Utilities,,,VC Backed,12,31,2,33000000,100000000,2021,8.1081,,,,,20000000,18500000,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,2121750,Company,Private,Active,Yes,Yes,2020,San Francisco,CA,US,94114,Software & Internet Services,Data Management|Enterprise Software|Health Care|Information Management|Information Technology|Management Information Systems|Platform-as-a-Service (PaaS),,,PE Backed|VC Backed,12,31,2,55000000,150000000,2022,11.9403,,50,,,37500000,33500000,21500000,,,,,,,150,100,,,,,,,,,,,,,,,,,,,,,,,,,
3655,2121754,Company,Private,Active,No,Yes,2021,Dover,DE,US,19904,Software & Internet Services,Blockchain|Cryptocurrency|Ethereum|Fintech|NFT|Web3,,,VC Backed,12,31,1,27000000,80000000,2021,11.7647,,,,,19000000,17000000,14500000,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,
3656,2121756,Company,Private,Active,No,Yes,2020,Miami,FL,US,33127,Consumer Products,Consumer Products|E-Commerce|Esports|Platform|Software Development|Streaming,,,VC Backed,12,31,1,12000000,35000000,2021,6.4516,,,,,4950000,4650000,4300000,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
3657,2121760,Company,Private,Active,No,Yes,2020,Allston,MA,US,02134,Biotechnology,Artificial Intelligence|Biotechnology|Drug Research|Optimization|Research & Development,,,VC Backed,12,31,1,11000000,35000000,2021,11.7647,,,,,1900000,1700000,1450000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
3658,2121768,Company,Private,Active,No,Yes,2021,Palo Alto,CA,US,94304,Biotechnology,Biotechnology|Drug Research|Health Care Technology|Medicine|Therapeutics,,,VC Backed,12,31,1,7900000,25000000,2021,12,,,,,1400000,1250000,1050000,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3659,2121771,Company,Private,Active,No,Yes,2019,Dallas,TX,US,75231,Software & Internet Services,Human Resources|IT Consulting|Recruitment,,,VC Backed,12,31,1,11500000,35000000,2021,14.0845,,,,,4050000,3550000,2950000,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
3660,2121772,Company,Private,Active,No,Yes,2017,Atlanta,GA,US,30004,Insurance Services,Insurance|Life Insurance|Retirement,,,VC Backed,12,31,1,9400000,30000000,2021,0,,20,,,1100000,1100000,910000,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
3661,2121774,Company,Private,Active,No,Yes,2020,South San Francisco,CA,US,94080,Consumer Products,Artificial Intelligence|Consumer Products|Electronics|Human Computer Interaction|Neuroscience|Platform|Technology|Wearables,,541511,VC Backed,12,31,2,14600000,45000000,2022,7.767,,,,,555000,515000,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,2121775,Company,Private,Active,No,Yes,2021,Lowell,MA,US,01852,Technology Services,Analytics|Artificial Intelligence|Big Data|Cloud|Cyber Security|Software Development|Technology Services,,,VC Backed,12,31,1,5000000,15000000,2021,8.6957,,,,,1250000,1150000,995000,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3663,2121778,Company,Private,Active,No,Yes,2018,San Diego,CA,US,92121,Biotechnology,Biotechnology|Drug Research|Neuroscience|Therapeutics,,,Bankruptcy Exited|VC Backed,12,31,1,12000000,35000000,2021,11.4286,15.9778,16.6667,,,1950000,1750000,1500000,1250000,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,
3664,2121780,Company,Private,Active,No,Yes,2020,Somerville,MA,US,02144,Software & Internet Services,API|B Corporation|Software|Talent Management|Training,,,VC Backed,12,31,1,3500000,10000000,2021,14.2857,,,,,2800000,2450000,2050000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
